id;title;description;image;keywords;synops_small;synops_med;synops_long;category;channel;language;release_date;duration_sec;topic;Start;End;Integers Missing
28;Midnight Mass;A joyful service live from St Chad’s Cathedral in the heart of Birmingham.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b7ytmb.jpg;BBC, iPlayer, TV, Midnight Mass, 2021 - Midnight Mass from St Chad’s Cathedral, Birmingham;A joyful service live from St Chad’s Cathedral in the heart of Birmingham.;Celebrate the traditional first mass of Christmas with a joyful service live from St Chad’s Cathedral in the heart of Birmingham.;Celebrate the traditional first mass of Christmas with a joyful service live from St Chad’s Cathedral in the heart of Birmingham. The celebrant and preacher is the archbishop of Birmingham, the Most Rev Bernard Longley. The music includes well-loved carols, such as O Come, All Ye Faithful and Hark! The Herald Angels Sing, and the cathedral choir will sing Richard Causton’s haunting Cradle Song and the Christmas motet Tui sunt caeli by Lassus.;Music;bbc_one;FALSE;12/24/2021;4500;music;28.0;29.0;0.0
29;Soul America;How, in the 70s and 80s, bedroom soul was born to soften soul's hard edges.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08qsnd7.jpg;BBC, iPlayer, TV, Soul America, Series 1: 3. Sweet Love;How, in the 70s and 80s, bedroom soul was born to soften soul's hard edges.;How, in the 70s and 80s, a second coming of soul men offered a black female audience slow jams and sexual healing.;How, in the 70s and 80s, a second coming of soul men, led by Teddy Pendergrass, Marvin Gaye and Luther Vandross, offered a black female audience slow jams and sexual healing.   In the early 70s, Memphis was the capital of gospel-infused soul music, thanks to two key labels. One was Stax, the other was Hi Records - a high church of soul presided over by Al Green whose Let’s Stay Together pre-figured a new type of soul man, one who would come to dominate the 70s - a sensitive lover man.  In Philadelphia, a new record label was born that would also soften soul’s hard edges. Philadelphia International Records was home to Harold Melvin and the Bluenotes, from whose ranks Teddy Pendergrass would emerge. PIR was also home to the O’Jays, who embodied Philadelphia’s message of love and togetherness.  Fresh from the monumental success of What’s Going On, Marvin Gaye went to work on his follow-up, shifting focus from the streets to the bedroom with Let’s Get It On. Bedroom soul was also epitomised by the sensitive, thoughtful Barry White, whose deep baritone put both black and white audiences in the mood.   In the mid-70s, disco became a lucrative sideline for female singers who delivered first-hand songs about love, loss and empowerment such as Candi Staton’s Young Hearts Run Free, whilst Millie Jackson did what the soul men did, only more so, telling it like it was.   This episode also looks at the Quiet Storm radio format, conceived by billionaire entrepreneur Cathy Hughes, targeted at a black female audience. The title was borrowed from Smokey Robinson’s 1975 album of laid-back soul ballads, and the genre helped make stars of artists such as Peabo Bryson, whose smooth ballads led the listener discretely to the bedroom door.  The tragic death of Marvin Gaye, on the back of his biggest success - Sexual Healing - and the paralysis of Teddy Pendergrass seemed like bad omens for soul in the 80s. But one artist filled the gap. New York-born Luther Vandross started out as one of the most in-demand backing vocalists before redefining soul with Never Too Much. Luther may have been the 80s soul king, but he did not rule alone. Anita Baker was the queen. Her 1986 hit album Rapture pursued a similar, contemporary yet retro take on soul.   However, Luther couldn’t hold back the tide forever. The birth of hip hop as a political force and the arrival of MTV closed the door on soul, ushering in a new era for black music. The soul epoch may have been over, but the music never went away and, from time to time, it resurfaces in all its glory.    With The O’Jays, Al ‘Fonzi’ Thornton, Marcus Miller, Nat Adderley Jr, Jerry Cummings, Charles Hodges, Candi Staton, Peabo Bryson, Millie Jackson and Cathy Hughes. Expert analysis from Mark Anthony Neal, David Ritz and Nelson George.;Documentary;bbc_four;FALSE;09/18/2020;3480;music;29.0;30.0;0.0
30;Teddy Pendergrass: If You Don't Know Me;The life, music and towering achievements of soul singer Teddy Pendergrass;https://ichef.bbci.co.uk/images/ic/{recipe}/p08tqd19.jpg;BBC, iPlayer, TV, Teddy Pendergrass: If You Dont Know Me;The life, music and towering achievements of soul singer Teddy Pendergrass;The life, music and towering achievements of soul singer Teddy Pendergrass, from his origins in Philadelphia to his later life and continued success after overcoming a tragic car crash.;Documentary charting the life, music and towering achievements of soul singer Teddy Pendergrass, from his origins and early life in Philadelphia, through his early successes with Harold Melvin & the Blue Notes and his solo superstardom and sex symbol status to his later life and continued success after overcoming the car crash that rendered him quadriplegic.;Documentary;bbc_two;Contains very strong language.;10/10/2020;6240;music;30.0;31.0;0.0
31;ALT;Highlights from Alt. Music from The Skids, Makeness and chat from Clare Grogan.;https://ichef.bbci.co.uk/images/ic/{recipe}/p097by7k.jpg;BBC, iPlayer, TV, ALT, Shorts: Episode 8;Highlights from Alt. Music from The Skids, Makeness and chat from Clare Grogan.;Sùil air ais air ALT le ceòl bho The Skids, Makeness agus còmhradh le Claire Grogan. Highlights from Alt. Music from The Skids, Makeness and chat from Clare Grogan.;Sùil air ais air ALT còmhla ri Dòmhnall Eòghainn MacFhionghain agus Kim Carnie. Am measg na bhios ann am prògram na h-oidhche nochd, cothrom eile air ‘Charade’ bho The Skids agus iad air an àrd-ùrlar ann an GMU. A bharrachd air a sin, bidh ceòl ann bho Kyle Molleson air a bheil sinn a cheart cho eòlach mar Makeness. Bidh Clare Grogan bho Altered Images ag innse mun bhuaidh a thug soirbheachas air làithean tràth a’ chòmhlain agus a’ comharrachadh a’ bhuaidh a thug Siouxse and the Banshees air a cùrsa-beatha fhèin.   Highlights from the music show ALT. Tonight’s episode includes a live performance from Dunfermline legends The Skids - 'Charade’ showcases their gig at Glasgow’s QMU. Kyle Molleson, aka Makeness, gives an exuberant and eclectic performance while Clare Grogan from Altered Images chats to us about how success changed their early days. She highlights Siouxse and the Banshees as an influence on her career. With Dòmhnall Eoghainn Mackinnon and Kim Carnie.  In Gaelic with English subtitles;Music;bbc_alba;FALSE;02/27/2021;873;music;31.0;32.0;0.0
32;Music Night at Brownlow;Capturing the variety and scope of Ulster-Scots music. Filmed in Brownlow House, Lurgan.;https://ichef.bbci.co.uk/images/ic/{recipe}/p04ps783.jpg;BBC, iPlayer, TV, Music Night at Brownlow, Episode 3;Capturing the variety and scope of Ulster-Scots music. Filmed in Brownlow House, Lurgan.;Capturing the variety and scope of the music that is Ulster-Scots. Filmed in Brownlow House, Lurgan.;Capturing the variety and scope of the music that is Ulster-Scots. Filmed in Brownlow House, Lurgan.;Music;bbc_two_northern_ireland_digital;FALSE;01/22/2017;1735;music;32.0;33.0;0.0
33;Canadian Hits at the BBC;A selection of performances by Canadian artists from the BBC archives.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09mf48d.jpg;BBC, iPlayer, TV, Canadian Hits at the BBC;A selection of performances by Canadian artists from the BBC archives.;It’s time to Canuck n’ Roll as we celebrate Canada Day with a trip through the best of the BBC’s music archives, exploring some of that great nation’s finest music stars.;It’s time to Canuck n’ Roll as we celebrate Canada Day with a trip through the best of the BBC’s music archives, exploring some of that great nation’s finest music stars. It’s a collection encompassing song-writing legends like Joni Mitchell, k.d. lang and Leonard Cohen, with added pop perfection in the shape of Justin Bieber and Avril Lavigne. You Oughta Know, we’ve also got Alanis Morisette, Arcade Fire, Nickelback and Bryan Adams, and with some added Celine Dion, Michael Buble and Shania Twain, the one thing you won’t be saying is: “That Don’t Impress Me Much.”;Music;bbc_four;Contains some strong language.;07/02/2021;3574;music;33.0;34.0;0.0
34;Christmas Morning;A feast of Christmas music from the choir and congregation of Coventry Cathedral.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bbdytd.jpg;BBC, iPlayer, TV, Christmas Morning, Christmas Morning from Coventry Cathedral;A feast of Christmas music from the choir and congregation of Coventry Cathedral.;A feast of Christmas music and carols from the choir and congregation of Coventry Cathedral. The service is led by the Bishop of Coventry, the Rt Rev Dr Christopher Cocksworth.;A feast of Christmas music and carols from the choir and congregation in the spectacular setting of Coventry Cathedral, bombed during the war but this coming new year celebrating the 60th anniversary of the rebuilt cathedral. With favourite carols as well as choral music by John Rutter and Anthony Caesar, the service is led by the Bishop of Coventry, the Rt Rev Dr Christopher Cocksworth, and the Dean, the Very Rev John Witcombe.;Music;bbc_one;FALSE;12/25/2021;3498;music;34.0;35.0;0.0
35;Seirm;Ceòl bho Celtic Connections. Music from Celtic Connections.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bnf1xq.jpg;BBC, iPlayer, TV, Seirm, Series 8: Episode 2;Ceòl bho Celtic Connections. Music from Celtic Connections.;Màiri Anna NicUalraig le ceòl dùthchasach agus traidiseanta bho Celtic Connections. Mary Ann Kennedy presents a show with folk and traditional music from Celtic Connections.;Prògram ciùil air a lìbhrigeadh le Màiri Anna NicUalraig. Chaidh Seirm Celtic Connections a chlàradh ann an ionad Platform ann an Glaschu ann a 2022 le feadhainn den luchd-ciùil as fheàrr bho air feadh a R.A. agus às na S.A. Anns an darna prògram roghainneach seo gheibhear taghadh de cheòl dùthchasach agus traidiseanta bho’n Ciaran Ryan Band, Trials of Cato, Màiri Nic a’ Mhaoilein agus a  còmhlan agus Jarrod Dickenson. Traditional and roots music show presented by Mary Ann Kennedy. Seirm Celtic Connections was filmed in 2022 during the festival in Platform, Glasgow. Appearing are a cross section of musicians from the U.K. and the U.S. This second programme of six reflects the diversity of the festival with appearances by the Ciaran Ryan Band, Trials of Cato, Màiri MacMillan and band, plus Jarrod Dickenson.  In Gaelic with English subtitles.;Music;bbc_alba;FALSE;02/19/2022;3480;music;35.0;36.0;0.0
36;INXS: Live Baby Live;A fully restored classic INXS concert from 1991.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07y9rpx.jpg;BBC, iPlayer, TV, INXS: Live Baby Live;A fully restored classic INXS concert from 1991.;A spectacular INXS concert filmed on 13 July 1991 at Wembley Stadium, London, featuring classic anthems New Sensation, Mystify and Need You Tonight.;Eagle Rock Films has fully restored INXS's classic concert film to present Live Baby Live in HD and 4K for the first time ever.   On 13 July 1991, INXS were filmed in concert at Wembley Stadium, London, performing one of the most stunning concerts ever by one of the world’s greatest rock and roll bands to a sold-out, heaving mass of 72,000 fans. The Wembley concert was the last of a 12-month worldwide run of dates on the band's record-breaking X-Factor Tour, and those there on the day witnessed a band at the absolute peak of their powers. This electrifying concert was directed by David Mallet (AC/DC, U2, Madonna), and it featured classic anthems New Sensation, Mystify and Need You Tonight.;Music;bbc_two;Contains some strong language.;12/28/2019;3420;music;36.0;37.0;0.0
37;On The Road with Independent Venue Week;A Journey to the Heart of Independent Venues and Their Communities with Philip Selway;https://ichef.bbci.co.uk/images/ic/{recipe}/p095948h.jpg;BBC, iPlayer, TV, On The Road with Independent Venue Week;A Journey to the Heart of Independent Venues and Their Communities with Philip Selway;A feature documentary filmed over 2 years, taking you on a very special journey to independent live music venues across the country, meeting those who run, work & play in them.;"A Journey to the Heart of Independent Venues and Their Communities with Philip Selway   A feature documentary filmed over 2 years, taking you on a very special journey to independent live music venues across the country, meeting those who run, work & play in them.     The passion and stories captured in the film truly reflect the love there is for these venues. Selway spoke with owners, artists and promoters along with local people involved in their scene, including gig goers, to understand how important these venues are to everyone that comes through their doors.     Contributors to the feature documentary include Nick Mason (Pink Floyd), Adrian Utley (Portishead), Fatboy Slim, Nadine Shah, IDLES, Gaz Coombes, Novelist, Richard Hawley, Talk Show, Pip Blom, Big Jeff & more.     The documentary was filmed on location in some of the most iconic venues in England and includes interviews with owners and operators there; The New Adelphi Club – Hull, The 100 Club – London, The Brudenell Social Club – Leeds, The Trades Club – Hebden Bridge,  The Boileroom – Guildford, Moles Club – Bath, The Leadmill – Sheffield, John Peel Centre – Stowmarket, The Met – Bury,  Bush Hall – London,  The Cookie – Leicester & Others.";Music;bbc_6music;FALSE;01/28/2021;5262;music;37.0;38.0;0.0
