;index;title;subtitle;description;image;keywords;syno_s;syno_m;syno_l;category;channel;language;release_date;duration_min;topic;image_l;image_xl;cleaned_syno_l;k_means
1378;1378;Mrs. America;Series 1: 9. Reagan;Congress grants a three-year extension on the deadline for ratification of the ERA.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08jn259.jpg;BBC, iPlayer, TV, Mrs. America, Series 1: 9. Reagan;Congress grants a three-year extension on the deadline for ratification of the ERA.;Congress grants a three-year extension on the deadline for ratification of the ERA. Phyllis presides over a political fundraiser, and Bella is fired by President Carter.;In presidential election year 1979, Congress grants a three-year extension on the deadline for ratification of the ERA. Phyllis presides over a political fundraiser, where she is courted for her support - but more specifically for her mailing list. Bella is fired by President Carter.;Drama;BBC TWO;False;2020;50;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p08jn259.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p08jn259.jpg;presidential election year 1979 congress grant threeyear extension deadline ratification era phyllis presides political fundraiser courted support specifically mailing list bella fired president carter;11
1379;1379;Hidden;Series 2: Episode 6;Cadi and Mia come face to face - the hunter and the hunted.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0828w80.jpg;BBC, iPlayer, TV, Hidden, Series 2: Episode 6;Cadi and Mia come face to face - the hunter and the hunted.;Deep in the mountains, Cadi and Mia come face to face - the hunter and the hunted.;Deep in the mountains, the search continues. Finally, Cadi and Mia come face to face - the hunter and the hunted. The sad truth about the murders begins to emerge. Two innocent people killed. Three young lives destroyed.;Crime Drama;BBC ONE WALES;Contains some strong language and some upsetting scenes.;2020;58;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p0828w80.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0828w80.jpg;deep mountain search continues finally cadi mia come face face hunter hunted sad truth murder begin emerge two innocent people killed three young life destroyed;18
1380;1380;Stieg Larsson's Millennium;Series 1: 6. The Girl Who Kicked the Hornet's Nest - Part 2;Lisbeth goes on trial as Mikael races against time to gather information to acquit her.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b37lbg.jpg;BBC, iPlayer, TV, Stieg Larssons Millennium, Series 1: 6. The Girl Who Kicked the Hornets Nest - Part 2;Lisbeth goes on trial as Mikael races against time to gather information to acquit her.;Recovering from her surgery, Lisbeth goes on trial as Mikael races against time to gather information to acquit her. In Swedish with English subtitles.;"Recovering from her surgery, Lisbeth goes on trial. Mikael races against time to gather information to acquit her, but 'The Section' are one step ahead of him.

In Swedish with English subtitles.";Crime Drama;BBC FOUR;Contains some strong language, some violence and disturbing scenes.;2021;89;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p0b37lbg.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0b37lbg.jpg;recovering surgery lisbeth go trial mikael race time gather information acquit section one step ahead swedish english subtitle;4
1381;1381;Murdered for Being Different;None;Bafta-winning real-life drama about the murder of Sophie Lancaster.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07k62mm.jpg;BBC, iPlayer, TV, Murdered for Being Different;Bafta-winning real-life drama about the murder of Sophie Lancaster.;Bafta-winning real-life drama about the murder of Sophie Lancaster in 2007. She was attacked, along with her boyfriend, because they were dressed as goths.;Real-life drama about the murder of 20-year-old Sophie Lancaster who in 2007 was kicked to death in a park by a gang. Her boyfriend, Robert Maltby, was also severely beaten and ended up in a coma. The two of them were attacked because they were dressed as goths.;Drama;BBC THREE;Contains strong language, some violence and upsetting scenes.;2017;61;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p07k62mm.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p07k62mm.jpg;reallife drama murder 20yearold sophie lancaster 2007 kicked death park gang boyfriend robert maltby also severely beaten ended coma two attacked dressed goth;0
1382;1382;It's My Shout: Short Films from Wales;2021: 6. Swimming with Dolphins;John and Isobel work their way through a bucket list in increasingly creative ways.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09y00l2.jpg;BBC, iPlayer, TV, Its My Shout: Short Films from Wales, 2021: 6. Swimming with Dolphins;John and Isobel work their way through a bucket list in increasingly creative ways.;After meeting John in the park after a devastating hospital appointment, Isobel makes him write a bucket list, which they work their way through in increasingly creative ways.;After meeting John in the park after a devastating hospital appointment, Isobel makes him write a bucket list, which they work their way through in increasingly creative ways.;Drama;BBC TWO WALES DIGITAL;Contains some strong language.;2021;11;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p09y00l2.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09y00l2.jpg;meeting john park devastating hospital appointment isobel make write bucket list work way increasingly creative way;9
1383;1383;Thirteen;Episode 5;Ivy is forced to face the truth of what happened to her.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07tm4m3.jpg;BBC, iPlayer, TV, Thirteen, Episode 5;Ivy is forced to face the truth of what happened to her.;Drama series. Ivy is forced to face the truth of what happened to her. She must decide whether to give in to the past or fight for the future. Can she ever truly be free?;Ivy is forced to face the truth of what happened to her. She must decide whether to give in to the past or fight for the future. Can she ever truly be free?;Drama;BBC THREE;Contains some strong language and some upsetting scenes.;2016;59;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p07tm4m3.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p07tm4m3.jpg;ivy forced face truth happened must decide whether give past fight future ever truly free;11
1384;1384;Clique;Series 2: Episode 6;Holly rips the truth into the light, but will it save or destroy those around her?;https://ichef.bbci.co.uk/images/ic/{recipe}/p07jl6mt.jpg;BBC, iPlayer, TV, Clique, Series 2: Episode 6;Holly rips the truth into the light, but will it save or destroy those around her?;Holly attempts to mete out her own justice. As events build to a climax, the dark truths at the hearts of these relationships explode with devastating consequences.;"Holly wrestles with her dark side as she attempts to mete out her own form of justice. And with Rachel alongside her, nothing is certain.

Back in the city, Ben organises a March for Men – aiming a mob of angry young men at a predictable target. Barney and Aubrey find themselves on opposite sides of the battle.

Agnes starts to question her parenting but the damage is already done. As everyone draws together, the rotten truths at the hearts of families, friendships and relationships will be dragged out into the light with explosive consequences for all.";Drama;BBC THREE;Contains strong language and disturbing scenes.;2018;42;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p07jl6mt.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p07jl6mt.jpg;holly wrestle dark side attempt mete form justice rachel alongside nothing certain back city ben organises march men – aiming mob angry young men predictable target barney aubrey find opposite side battle agnes start question parenting damage already done everyone draw together rotten truth heart family friendship relationship dragged light explosive consequence;11
1385;1385;Life on Mars;Series 2: Episode 8;When CID hear of a dead miner, all roads lead to the notorious cop killer Leslie Johns.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07l7nzl.jpg;BBC, iPlayer, TV, Life on Mars, Series 2: Episode 8;When CID hear of a dead miner, all roads lead to the notorious cop killer Leslie Johns.;Drama series about a detective who wakes up in what seems to be 1973. When CID hear of a dead miner, all roads lead to the notorious cop killer Leslie Johns.;"Drama series about Sam Tyler, a detective who suffers a near-fatal car crash and wakes up in what seems to be 1973. When CID hear of a dead miner, all roads lead to the notorious cop killer Leslie Johns. Although they now have the know-how to get undercover, A-division are as hurried and unprofessional as ever, and begin to screw up. 

As Sam questions the dubious ethics behind their methods and motives, he meets Morgan one-on-one - and Morgan has something to tell him. But events unfold disastrously as CID begin to learn the truth about Sam just as the heist is in progress.";Sci-Fi;BBC ONE;Contains some violence.;2007;60;drama-and-soaps, from-the-archives;https://ichef.bbci.co.uk/images/ic/352x198/p07l7nzl.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p07l7nzl.jpg;drama series sam tyler detective suffers nearfatal car crash wake seems 1973 cid hear dead miner road lead notorious cop killer leslie john although knowhow get undercover adivision hurried unprofessional ever begin screw sam question dubious ethic behind method motif meet morgan oneonone morgan something tell event unfold disastrously cid begin learn truth sam heist progress;4
1386;1386;Entebbe;None;The true-life story of the Operation Entebbe rescue mission.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09235dm.jpg;BBC, iPlayer, TV, Entebbe;The true-life story of the Operation Entebbe rescue mission.;The true-life story of the Operation Entebbe rescue mission. In 1976, four hijackers take over a plane and force it to land in Entebbe, Uganda, setting the scene for a daring rescue mission.;The true-life story of the Operation Entebbe rescue mission. In 1976, four hijackers take over a plane en route from Tel Aviv to Paris and force it to land in Entebbe, Uganda, with 248 passengers on board. When all diplomatic efforts fail, one of the most daring rescue missions ever is set in motion.;Film - Thriller;BBC TWO;Contains some strong language.;2021;99;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p09235dm.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09235dm.jpg;truelife story operation entebbe rescue mission 1976 four hijacker take plane en route tel aviv paris force land entebbe uganda 248 passenger board diplomatic effort fail one daring rescue mission ever set motion;1
1387;1387;Get Even;Series 1: 10. Get Justice;DGM finally learn the truth, but not without great risk and devastating consequences…;https://ichef.bbci.co.uk/images/ic/{recipe}/p08cjw27.jpg;BBC, iPlayer, TV, Get Even, Series 1: 10. Get Justice;DGM finally learn the truth, but not without great risk and devastating consequences…;DGM finally learn the truth, but not without great personal risk and devastating consequences…;DGM finally learn the truth, but not without great personal risk and devastating consequences…;Crime Drama;BBC WEBONLY;False;2020;27;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p08cjw27.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p08cjw27.jpg;dgm finally learn truth without great personal risk devastating consequences…;11
